Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,Percent_Social_Media_Time,Percent_Gaming_Time,Percent_Education_Time,Sleep_to_Usage_Ratio,Usage_Intensity
-1.4929270525476275,0,-0.30237335397793674,-0.5217666159940856,-0.2615067932343192,0.20792312431005627,-0.031115826790576926,-1.280694592438122,1.525848036075899,-0.8569369016195891,0.8578422163058175,-1.0147758173136572,0.7980312083809082,0.07702549251643957,1.3860461227494112,1.1124473202112146,0.1998242753976437,0.29222891769770176,0,-0.5096432526123187,1.3328269656435219,10.0,0.9,0.425,0.3,1.525,21.5
0.5179748029436205,0,-1.4683374438671535,0.24503605284111504,0.006865867230216801,-0.33697259347126607,-0.031115826790576926,-1.4168421394726491,-0.8961329735683851,0.5362676532422274,-0.8902400068414805,-1.0147758173136572,-0.21658721217457813,0.34199106704839577,-0.7828138648618103,-1.3614170282392712,2.6483902499026017,1.2105460473343344,0,-1.2079441239696864,-0.35498698764635,10.0,0.2,0.7272727272727273,0.32727272727272727,1.1818181818181819,17.454545454545453
-1.4929270525476275,2,0.8635907359112801,0.3983965866081551,-0.6640657839311225,1.2296025951500358,0.9246604227493253,-0.32766176319642937,-1.2421302606604256,-0.8569369016195891,1.5570751055647365,-1.0147758173136572,-1.0282819486189674,1.4283499226294163,-0.9996998636229324,-2.153053619743427,-0.013094504994091706,-0.9321939218178079,1,0.188657618745049,-0.1564206402004825,9.2,0.05172413793103448,0.25862068965517243,0.06896551724137931,0.9482758620689655,23.620689655172413
1.0207002668164327,0,1.4465727808558884,-0.981848217295206,-1.7375564257892655,0.20792312431005627,0.9246604227493253,0.7615186130797905,1.1798507489838586,1.5811710693885899,-0.8902400068414805,-1.0147758173136572,0.7980312083809082,1.1898809055506556,-1.2165858623840546,0.6176744505211175,0.0933648852017761,-0.31998250206005296,4,0.8869584901024167,-1.496743485460087,9.8,1.0,0.5161290322580645,0.25806451612903225,1.2580645161290323,41.29032258064516
-0.9902015886748156,2,-0.30237335397793674,-1.2885692848292862,0.1410521974624848,-1.29054009958858,-0.3497079099705443,0.08078087790715315,-1.5881275477524663,-0.16033462418868086,-1.5894728961003997,-1.0147758173136572,-0.01366352806348085,0.34199106704839577,1.6029321215105332,0.12290158083102024,-0.651850846169298,0.13917606275826325,2,1.5852593614597843,-1.1492523774298191,8.6,1.04,0.36,0.44000000000000006,2.68,38.4
-1.4929270525476275,0,0.2806086909666717,-0.5728867939164324,-0.1273204630020512,0.9571547362593745,-0.6682999931505117,-0.46380931023095695,0.4878561747997773,-1.5535391790504973,-0.8902400068414805,-1.0147758173136572,0.18926015604761665,1.375356807723025,-0.9996998636229324,1.3103564680872533,-1.6099853579321075,0.5983346275765792,4,0.5378080544237328,-0.007495879616082098,8.8,0.9743589743589743,0.0,0.358974358974359,1.6153846153846154,34.61538461538461
0.015249339070808514,1,0.8635907359112801,0.6539974762198887,0.1410521974624848,0.9571547362593745,-0.6682999931505117,-0.1915142161619019,0.1418588877077367,0.5362676532422274,1.207458660935277,-1.0147758173136572,-0.4195108962856754,1.2163774630038513,-0.7828138648618103,-0.6687350106731353,1.2644181773563212,-0.013876792181175608,1,0.5378080544237328,0.8860526838903208,10.0,0.28571428571428575,0.4285714285714286,0.15873015873015872,1.0634920634920635,20.476190476190478
-1.4929270525476275,2,0.2806086909666717,0.040555341151728014,-0.2615067932343192,-0.33697259347126607,-0.9868920763304792,1.5784038952869555,-0.2041383993843039,0.18796651452677327,0.8578422163058175,-1.0147758173136572,-0.01366352806348085,-1.3007954950497327,-1.2165858623840546,-0.17396214098303836,0.0933648852017761,-0.7791410668783693,0,1.2361089257811004,0.9853358576132545,8.0,0.45098039215686275,0.3137254901960785,0.09803921568627452,1.196078431372549,6.666666666666667
-1.4929270525476275,1,-0.8853553989225451,-1.0329683952175528,1.7512881602496988,0.27603508903272156,-1.6240762426904138,1.0338137071488454,-1.5881275477524663,0.5362676532422274,0.15860932704689823,-1.0147758173136572,-0.21658721217457813,-0.34691942673469034,0.0847301301826783,0.22185615476903975,0.7321212263769825,0.44528177263714064,1,1.5852593614597843,1.5313933130893893,7.3,0.9,0.7333333333333334,0.43333333333333335,3.033333333333333,23.333333333333332
1.0207002668164327,2,0.8635907359112801,-0.5728867939164324,-0.46278628858272086,0.9571547362593745,0.9246604227493253,0.08078087790715315,1.1798507489838586,-1.5535391790504973,1.207458660935277,-1.0147758173136572,-0.21658721217457813,1.0044050033782863,0.0847301301826783,0.22185615476903975,-1.1841477971486365,-0.013876792181175608,3,1.2361089257811004,-1.5463850723215538,9.1,0.6923076923076924,0.10256410256410257,0.25641025641025644,1.4871794871794872,31.025641025641026
1.0207002668164327,0,1.4465727808558884,-0.06168501469296505,0.3423316928108865,-0.0645247345806049,-0.031115826790576926,-0.5999568572654844,-0.5501356864763445,-0.8569369016195891,-1.23985645147094,-1.0147758173136572,-0.8253582645078702,0.024032377610048335,1.6029321215105332,0.6176744505211175,-0.9712290167569012,-0.31998250206005296,3,0.188657618745049,-1.2485355511527527,10.0,0.6326530612244897,0.12244897959183672,0.16326530612244897,1.4285714285714284,17.142857142857142
-0.9902015886748156,1,0.8635907359112801,-1.7486508861304066,-0.3956931234665866,-0.33697259347126607,1.56184458910926,0.6253710660452629,1.525848036075899,0.8845687919576816,0.8578422163058175,-1.0147758173136572,-0.21658721217457813,1.6933154971613724,1.169160123988289,-0.569780436735116,1.2644181773563212,-0.013876792181175608,0,0.5378080544237328,-1.3974603117371531,9.8,1.1874999999999998,1.6875,0.625,3.6875,91.875
1.5234257306892447,0,0.2806086909666717,1.2163194333657028,-0.46278628858272086,-0.33697259347126607,-0.3497079099705443,-0.5999568572654844,-0.5501356864763445,1.2328699306731357,-0.8902400068414805,-1.0147758173136572,0.18926015604761665,-0.6383815587198421,1.3860461227494112,1.8051293377773505,-1.1841477971486365,-0.9321939218178079,2,0.8869584901024167,1.5313933130893893,10.0,0.581081081081081,0.05405405405405406,0.05405405405405406,0.7837837837837838,7.972972972972973
